	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
401	PR_000010093	protein MAL2	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6652	PR_000007594	folate receptor alpha	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6651	CHEBI_37511	thiophosphate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6650	GO_0002164	larval development	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7591	CHEBI_8990	SN38 glucuronide	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9405	GO_0048519	negative regulation of biological process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6603	GO_0072679	thymocyte migration	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6604	GO_0018077	protein iodination	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9404	PR_000014474	myotubularin-related protein 13	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9087	GO_0098778	curli subunit secretion coupled to curli assembly	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9402	GO_0072697	protein localization to cell cortex	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6609	GO_0097274	urea homeostasis	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
217	GO_0010038	response to metal ion	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6612	GO_0021985	neurohypophysis development	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6614	UBERON_0011605	supracoracoideus muscle of wing	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9399	UBERON_0034924	aligned anatomical group	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6617	CHEBI_83629	tea tree oil	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6618	CHEBI_82579	Aflatoxin P1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6619	GO_0030994	primary cell septum disassembly	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6622	GO_0097500	receptor localization to non-motile cilium	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
410	GO_0046246	terpene biosynthetic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6624	CL_0000098	sensory epithelial cell	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
409	CHEBI_61955	aza fatty acyl-CoA	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6633	PR_000009690	lupus brain antigen 1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9395	CHEBI_70262	aglaiabbreviatin A	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6637	CHEBI_24730	hydroxynitrile	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7583	SO_0000458	D_gene_segment	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9394	CHEBI_51765	benzylpenicillin sodium	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6641	CL_0000158	club cell	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9393	UBERON_0013450	simian shelf	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6643	UBERON_0005805	dorsal aorta	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6646	CHEBI_36376	cis-dipyrrin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7581	SO_0001744	UPD	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7528	CL_0002477	adipose macrophage	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
227	GO_0002289	NK T cell proliferation involved in immune response	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6950	GO_0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11568	GO_0010017	red or far-red light signaling pathway	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7271	GO_0071749	polymeric IgA immunoglobulin complex	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7273	GO_0045454	cell redox homeostasis	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7274	CL_0000917	Tc1 cell	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
244	CHEBI_31501	dimorpholamine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7278	GO_0009748	hexokinase-independent signaling	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
278	CHEBI_6856	methyl caffeate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9184	PR_000001163	5-hydroxytryptamine receptor 1D	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7286	PR_000006649	zinc finger protein neuro-d4	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7288	UBERON_0018343	oviduct mucosal fold	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7289	UBERON_0001358	perineal artery	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7290	PR_000009652	laminin subunit alpha-3	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7292	CL_0000530	primary neuron	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7294	GO_0001826	inner cell mass cell differentiation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9186	UBERON_0014401	renal venous blood vessel	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
275	CHEBI_77726	1-decanoyl-sn-glycero-3-phosphocholine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7301	PR_000001590	kappa-type opioid receptor	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7303	GO_0045162	clustering of voltage-gated sodium channels	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7454	PR_000012971	DNA polymerase epsilon subunit 3	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7453	GO_0000768	syncytium formation by plasma membrane fusion	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9176	PR_000017637	zinc finger protein 3 homolog	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9175	CHEBI_18407	hydrogen cyanide	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7452	UBERON_0001019	nerve fasciculus	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
271	PR_000007439	ficolin-3	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7451	GO_0005960	glycine cleavage complex	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7312	PR_000016478	tumor necrosis factor alpha-induced protein 8-like protein 2	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7313	CHEBI_34932	prochlorperazine methanesulfonate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7315	GO_0009302	sno(s)RNA transcription	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7318	GO_0001664	G protein-coupled receptor binding	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7300	CHEBI_17534	6-amino-2-oxohexanoic acid	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7319	GO_0008053	mitochondrial fusion	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
283	UBERON_0008257	radial sesamoid	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7262	GO_0006286	base-excision repair, base-free sugar-phosphate removal	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9211	SO_0000003	G_quartet	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7210	CHEBI_6757	mephenytoin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
293	GO_0097619	PTEX complex	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9207	CHEBI_29256	thiol	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7216	PR_000010043	E3 ubiquitin-protein transferase MAEA	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7467	CHEBI_78858	(R)-2-methylpyrrolidine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7220	GO_0019601	toluene oxidation via 2-hydroxytoluene	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7221	GO_0045143	homologous chromosome segregation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9196	CHEBI_65119	2-hydroxy-ATP	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7465	CHEBI_85549	9alpha-hydroxyandrost-4-en-3,17-dione	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7226	UBERON_0006005	hair follicle isthmus	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7229	GO_0061726	mitochondrion disassembly	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7464	PR_000001905	platelet glycoprotein 4	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9189	GO_0043503	skeletal muscle fiber adaptation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7232	CHEBI_60246	alpha-D-GalNAc-(1->3)-D-Gal	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7235	CHEBI_70729	ceftaroline	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7238	CHEBI_79193	5-acetamidopentanoate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11594	GO_0032502	developmental process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7244	UBERON_0001303	left uterine tube	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11595	CHEBI_36945	sulfaniumyl group	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7248	UBERON_0006231	facial bone primordium	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
285	CHEBI_17448	methanofuran	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
242	UBERON_2000859	specialized hemal arch and spine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7458	PR_000007277	histone-lysine N-methyltransferase EZH1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7257	CHEBI_51110	copper(II) sulfide	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9191	CHEBI_8364	prazosin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7259	GO_0040002	collagen and cuticulin-based cuticle development	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7260	UBERON_0003040	central gray substance of midbrain	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7234	UBERON_0002002	interchondral joint	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
269	CHEBI_2821	Aricine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7321	CL_0000205	thermoreceptor cell	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7325	CHEBI_27774	lubimin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
262	GO_0007346	regulation of mitotic cell cycle	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
253	GO_0071335	hair follicle cell proliferation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9162	PR_000012204	polyadenylate-binding protein 1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7430	PR_000008469	holocytochrome c-type synthase	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7382	GO_0045163	clustering of voltage-gated potassium channels	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7383	GO_0005619	ascospore wall	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7384	GO_0006570	tyrosine metabolic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7385	GO_0038188	cholecystokinin signaling pathway	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7386	GO_0032589	neuron projection membrane	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7387	GO_0060207	diestrus	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7389	GO_0048571	long-day photoperiodism	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7391	GO_0046647	negative regulation of gamma-delta T cell proliferation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9161	GO_0042487	regulation of odontogenesis of dentin-containing tooth	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
252	PR_000011293	neuromedin-S	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7428	GO_0043976	histone H3-K79 acetylation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7427	CHEBI_6804	methacholine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9153	GO_0007065	male meiosis sister chromatid cohesion	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7401	UBERON_0002438	ventral tegmental nucleus	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7405	CHEBI_75427	deuterated fatty acid	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9148	PR_000004078	annexin A5	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
259	CHEBI_48356	protic solvent	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9145	CL_0002228	primary lens fiber	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9142	GO_1990717	axonemal central bridge	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7413	GO_0046632	alpha-beta T cell differentiation	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7414	CHEBI_67503	gordonoside O	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7417	CHEBI_33597	homocyclic compound	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7419	UBERON_0003484	eye sebaceous gland	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
257	UBERON_0013169	vestibular ligament	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9156	PR_000011594	inositol polyphosphate 5-phosphatase OCRL	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7375	GO_0044597	daunorubicin metabolic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9165	GO_0038029	epidermal growth factor receptor signaling pathway via MAPK cascade	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7372	CHEBI_83493	perfluoroundecanoic acid	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
268	GO_0019440	tryptophan catabolic process to indole-3-acetate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7449	GO_0006561	proline biosynthetic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7328	GO_0031125	rRNA 3'-end processing	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7329	GO_0018935	aerobic nitrilotriacetate metabolic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
267	CHEBI_80345	Cholecystokinin-33	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7332	GO_0006703	estrogen biosynthetic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7333	CHEBI_83830	(S)-enilconazole	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7448	GO_0035210	prepupal development	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7336	CHEBI_50927	angiogenesis inducing agent	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9133	PR_000005843	cellular retinoic acid-binding protein 1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7442	UBERON_0034963	lateral fornix of vagina	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7343	SO_0001170	polinton	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7344	CHEBI_35360	sulfinamidine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9137	GO_0000280	nuclear division	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7348	GO_0042452	deoxyguanosine biosynthetic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7350	CHEBI_73177	brassinazole	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7352	CHEBI_64195	ritanserin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7353	CHEBI_50791	3-phenylpropionate ester	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7355	GO_0019298	coenzyme B biosynthetic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11608	GO_0005667	transcription factor complex	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7360	GO_0051413	response to cortisone	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7363	CHEBI_60050	estrone 3-sulfate(1-)	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7437	CHEBI_33492	radon-222 atom	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
265	CHEBI_33868	altronates	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7367	GO_0045751	negative regulation of Toll signaling pathway	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7368	GO_0030909	non-intein-mediated protein splicing	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7369	UBERON_4300021	anterolateral plate	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
249	CHEBI_20530	5-(carboxyhydroxymethyl)uridine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7371	CL_0002410	pancreatic stellate cell	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7206	GO_0046669	regulation of compound eye retinal cell programmed cell death	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9081	PR_000011048	nuclear receptor corepressor 2	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9215	CHEBI_17698	chloramphenicol	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9217	CHEBI_77393	tripalmitin	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9272	UBERON_0008946	lung parenchyma	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
332	PR_000012850	plectin-1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7010	PR_000008796	heat shock transcription factor, Y-linked	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7011	SO_0000101	transposable_element	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7015	PR_000004718	protein BEAN	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7016	GO_0001172	transcription, RNA-templated	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7516	PR_000012085	homeobox protein OTX1	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11576	CHEBI_63416	4-amino-5-ammoniomethyl-2-methylpyrimidine	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7514	CHEBI_30764	3-hydroxybenzoic acid	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9269	PR_000017277	variable charge X-linked protein 3	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9113	PR_000014309	ribosomal RNA processing protein 1 homolog A	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7029	GO_0009080	pyruvate family amino acid catabolic process	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7031	GO_0051169	nuclear transport	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7006	PR_000005989	cancer/testis antigen 2	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7033	CHEBI_48873	cholinergic antagonist	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7036	GO_1904686	regulation of mitotic spindle disassembly	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
11577	PR_000011272	NACHT, LRR and PYD domains-containing protein 4	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9261	UBERON_0006860	swim bladder	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7044	UBERON_0011952	non-glandular epithelium	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7045	PR_000010469	interstitial collagenase	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9259	GO_0007294	germarium-derived oocyte fate determination	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9115	PR_000004529	Axin-1 up-regulated gene 1 protein	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
9256	UBERON_0002532	epiblast (generic)	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7055	SO_0001659	promoter_element	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7059	PR_000003661	long-chain-fatty-acid--CoA ligase 4	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
325	CHEBI_33804	gluconates	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7062	CHEBI_34323	3,4-Dichlorophenol	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7501	CHEBI_28426	cyanidin 3-O-beta-D-glucoside	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7510	GO_0060366	lambdoid suture morphogenesis	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
234	PR_000004772	bone morphogenetic protein 15	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
334	CHEBI_81718	Calcium iodide	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
7000	PR_000007511	fumarate hydratase, mitochondrial	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
6957	CHEBI_42976	L-glycero-alpha-D-manno-heptopyranose	0.6532929745052678	51868	1	33885	1	1.0	False	1.0	False
