	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
10534	PR_000015329	stannin	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
7459	CHEBI_35785	sphingoid	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
1111	CHEBI_67462	3-epi-caryoptin	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
11119	PR_000008020	glucocorticoid-induced transcript 1 protein	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
1644	CHEBI_46678	amosite asbestos	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
12513	GO_0035904	aorta development	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
13147	CL_0000118	basket cell	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
7312	CHEBI_67320	majusculamide A	0.15481259473728712	327724	5	10841	1	1.0	False	1.0	False
9566	UBERON_0000981	femur	0.154818783941034	327724	183	10841	9	1.0	False	1.0	False
17386	CHEBI_51383	hydridocarbon(3.)	0.15539429029666596	327724	63	10841	4	1.0	False	1.0	False
1587	GO_0007630	jump response	0.16140172181018703	327724	42	10841	3	1.0	False	1.0	False
11471	UBERON_0000120	blood brain barrier	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
6199	PR_000005166	CMRF35-like molecule 7	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
4190	GO_0009603	detection of symbiotic fungus	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
14389	UBERON_0002481	bone tissue	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
9018	PR_000012702	GPI ethanolamine phosphate transferase 3	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
13021	UBERON_0001225	cortex of kidney	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
15915	UBERON_0001105	clavicle bone	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
14090	GO_0006695	cholesterol biosynthetic process	0.16383427701690198	327724	22	10841	2	1.0	False	1.0	False
1669	CHEBI_51686	haematoxylin	0.16548321858989806	327724	186	10841	9	1.0	False	1.0	False
12594	UBERON_0002186	bronchiole	0.16812243665244195	327724	65	10841	4	1.0	False	1.0	False
2521	GO_0030163	protein catabolic process	0.16951734096357746	327724	43	10841	3	1.0	False	1.0	False
2184	PR_000008294	glutathione S-transferase A1	0.16951734096357746	327724	43	10841	3	1.0	False	1.0	False
7037	GO_0010468	regulation of gene expression	0.16978904992639443	327724	137	10841	7	1.0	False	1.0	False
2265	PR_000010220	mannose-binding protein C	0.16978904992639443	327724	137	10841	7	1.0	False	1.0	False
4538	GO_0043033	isoamylase complex	0.1741333060334992	327724	138	10841	7	1.0	False	1.0	False
2035	GO_0055085	transmembrane transport	0.1757126470383798	327724	23	10841	2	1.0	False	1.0	False
13229	CL_0000213	lining cell	0.1757126470383798	327724	23	10841	2	1.0	False	1.0	False
4557	GO_0007288	sperm axoneme assembly	0.1757126470383798	327724	23	10841	2	1.0	False	1.0	False
4338	GO_0016049	cell growth	0.1757126470383798	327724	23	10841	2	1.0	False	1.0	False
238	CL_0000573	retinal cone cell	0.17709822816989595	327724	114	10841	6	1.0	False	1.0	False
15065	UBERON_0004452	carpal region	0.1777473273313601	327724	44	10841	3	1.0	False	1.0	False
7588	CHEBI_17126	carnitine	0.1785248233102439	327724	139	10841	7	1.0	False	1.0	False
14060	PR_000016585	tripeptidyl-peptidase 1	0.1812021384832275	327724	67	10841	4	1.0	False	1.0	False
15417	PR_000009877	loss of heterozygosity 11 chromosomal region 2 gene A protein	0.1812021384832275	327724	67	10841	4	1.0	False	1.0	False
311	GO_0036240	septal periplasm	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
1871	UBERON_0004755	skeletal tissue	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
12943	CHEBI_26267	proanthocyanidin	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14912	UBERON_0001228	renal papilla	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
4133	CHEBI_13193	hydrogen acceptor	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
1206	CHEBI_38864	propetamphos	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
6174	CHEBI_62409	trans,trans-deca-2,4-dienoyl-CoA	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
3378	PR_000004267	AT-rich interactive domain-containing protein 4A	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
17161	CL_0000512	paracrine cell	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
688	GO_0001523	retinoid metabolic process	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
12806	CHEBI_35476	antipsychotic agent	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
16543	PR_000004909	complement component C8 beta chain	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14650	UBERON_0003060	pronephric duct	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
1564	CL_0002153	corneocyte	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
6806	CL_0002494	cardiocyte	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
11054	GO_0009894	regulation of catabolic process	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
2470	CHEBI_86939	s perillic acid	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
13121	PR_000029268	APC membrane recruitment protein 2	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
954	GO_0030282	bone mineralization	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
11524	CHEBI_24680	hydroxybiphenyl	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
5490	CHEBI_34944	RU 5135	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
7003	GO_0042737	drug catabolic process	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
4446	GO_0016255	attachment of GPI anchor to protein	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
11147	GO_0006813	potassium ion transport	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
12047	UBERON_0003209	blood nerve barrier	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
5720	GO_0035193	larval central nervous system remodeling	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
15683	GO_0031058	positive regulation of histone modification	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
4574	CHEBI_63247	reducing agent	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
17110	GO_0045048	protein insertion into ER membrane	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
9246	GO_0007093	mitotic cell cycle checkpoint signaling	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14256	GO_0070231	T cell apoptotic process	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
10575	CHEBI_35705	immunosuppressive agent	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14985	CHEBI_76219	fluorogen	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
3583	PR_000005959	cysteine and glycine-rich protein 2	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
7370	UBERON_0003861	neural arch	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
5143	CHEBI_35684	antiplatyhelmintic drug	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
29	CHEBI_36006	icosapentaenoic acid	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
15655	GO_0042742	defense response to bacterium	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
12601	CHEBI_32805	cis-aconitic acid	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
13380	GO_0000266	mitochondrial fission	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
2217	CHEBI_26874	terpenol	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
3625	PR_000010883	myozenin-2	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14109	GO_0034102	erythrocyte clearance	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
14499	GO_0001781	neutrophil apoptotic process	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
4110	SO_0001040	integrated_plasmid	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
15008	GO_0036309	protein localization to M-band	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
398	UBERON_0000063	organ subunit	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
37	GO_0070479	nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
8863	UBERON_0004023	ganglionic eminence	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
6067	CL_0000437	gonadtroph	0.1827715370271265	327724	6	10841	1	1.0	False	1.0	False
13167	PR_000000046	TGF-beta	0.18467827664539607	327724	217	10841	10	1.0	False	1.0	False
17351	CL_0000990	conventional dendritic cell	0.18608404908946216	327724	45	10841	3	1.0	False	1.0	False
477	CHEBI_86354	2-hydroxyacrylic acid	0.18608404908946216	327724	45	10841	3	1.0	False	1.0	False
13734	UBERON_0007118	umbilicus	0.1869858653567691	327724	116	10841	6	1.0	False	1.0	False
905	CHEBI_3311	calcium carbonate	0.1877201968735048	327724	24	10841	2	1.0	False	1.0	False
16503	1	A1BG (human)	0.1877201968735048	327724	24	10841	2	1.0	False	1.0	False
9044	GO_0034729	histone H3-K79 methylation	0.1877201968735048	327724	24	10841	2	1.0	False	1.0	False
9918	PR_000014843	protein shisa-3	0.1877201968735048	327724	24	10841	2	1.0	False	1.0	False
4716	PR_000004696	apoptosis facilitator Bcl-2-like protein 14	0.1877201968735048	327724	24	10841	2	1.0	False	1.0	False
9621	PR_000002046	interferon regulatory factor 4	0.18786475923626114	327724	68	10841	4	1.0	False	1.0	False
17133	GO_0055090	acylglycerol homeostasis	0.1945199628646385	327724	46	10841	3	1.0	False	1.0	False
13903	CHEBI_60425	amyloid fibril	0.19460435321916733	327724	69	10841	4	1.0	False	1.0	False
4804	UBERON_0001762	turbinate bone	0.19983538477612062	327724	25	10841	2	1.0	False	1.0	False
13151	CHEBI_67261	(Z)-2,3-dehydroadipyl-CoA(5-)	0.19983538477612062	327724	25	10841	2	1.0	False	1.0	False
7309	CHEBI_37311	einsteinium molecular entity	0.19983538477612062	327724	25	10841	2	1.0	False	1.0	False
3893	PR_000005693	collagen alpha-1(X) chain	0.19983538477612062	327724	25	10841	2	1.0	False	1.0	False
6739	UBERON_0002066	umbilical vein	0.19983538477612062	327724	25	10841	2	1.0	False	1.0	False
12456	GO_0000380	alternative mRNA splicing, via spliceosome	0.2014172519865085	327724	70	10841	4	1.0	False	1.0	False
8742	PR_000008919	interferon alpha-6	0.20220452038296544	327724	119	10841	6	1.0	False	1.0	False
7177	UBERON_0001852	endolymph	0.20304762547840327	327724	47	10841	3	1.0	False	1.0	False
5471	CHEBI_16412	lipopolysaccharide	0.20632163653128416	327724	659	10841	26	1.0	False	1.0	False
737	CHEBI_3258	CB3717	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
6141	PR_000009306	kinesin-like protein KIF26B	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
2863	CHEBI_33832	organic cyclic compound	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
11177	UBERON_0001398	brachial artery	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
13528	GO_0031966	mitochondrial membrane	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
2934	GO_0070278	extracellular matrix constituent secretion	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
8343	GO_0005743	mitochondrial inner membrane	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
8354	UBERON_0002595	orbital sulcus	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
5180	GO_0019503	stachydrine biosynthetic process	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
15166	CHEBI_10049	XTP	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
7452	PR_000006449	diacylglycerol kinase kappa	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
15170	CHEBI_87163	dihydroisopentenyldehydrorhodopin	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
10582	PR_000003753	adenylate cyclase type 2	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
10928	GO_0042695	thelarche	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
16519	PR_000010433	makorin-3	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
12643	PR_000007309	fatty acid-binding protein, liver	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
17436	PR_000003777	adiponectin	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
12489	GO_0044851	hair cycle phase	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
5125	UBERON_0012474	hepatic cecum	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
1900	PR_000012490	platelet-derived growth factor subunit A	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
5134	GO_0044477	envenomation resulting in negative regulation of platelet aggregation in other organism	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
16959	CL_0000810	CD4-positive, alpha-beta thymocyte	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
14194	UBERON_0012168	umbilical cord blood	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
4300	PR_000004998	calmodulin-regulated spectrin-associated protein 1	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
3868	GO_0002001	renin secretion into blood stream	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
12849	GO_0009062	fatty acid catabolic process	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
15562	CHEBI_77968	humectant	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
15790	GO_0061527	dopamine secretion, neurotransmission	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
2392	CHEBI_50733	nutraceutical	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
14600	CHEBI_34913	Phenbenzamine hydrochloride	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
11311	GO_0006312	mitotic recombination	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
4570	CHEBI_48617	5-(hydroxymethyl)piperidine-2,3,4-triol	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
6044	GO_0071736	IgG immunoglobulin complex, circulating	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
4396	CHEBI_33366	copper group element atom	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
16300	SO_0001017	silent_mutation	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
14750	CHEBI_71667	2,3,4-saturated fatty acid	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
9514	UBERON_0000347	entire myelin sheath	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
7106	UBERON_0002347	thoracic vertebra	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
11994	CHEBI_31721	Irsogladine maleate	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
9153	PR_000014863	single Ig IL-1-related receptor	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
4713	PR_000014379	ryanodine receptor 3	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
13475	CL_0000988	hematopoietic cell	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
14166	PR_000006560	dynein heavy chain 14, axonemal	0.2098056754592755	327724	7	10841	1	1.0	False	1.0	False
10911	CHEBI_4056	cytochrome	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
2981	CHEBI_16162	o-orsellinate	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
1355	GO_0044419	biological process involved in interspecies interaction between organisms	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
10648	UBERON_0000913	interstitial fluid	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
12863	CL_0000160	goblet cell	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
14010	CHEBI_27226	uric acid	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
15437	PR_000005164	CD2 cytoplasmic tail-binding protein 2	0.21203795227768785	327724	26	10841	2	1.0	False	1.0	False
10721	CHEBI_16027	adenosine 5'-monophosphate	0.215248275307286	327724	72	10841	4	1.0	False	1.0	False
9791	CHEBI_30256	thiocarbonyl group	0.2157163091124569	327724	252	10841	11	1.0	False	1.0	False
4177	UBERON_0001464	hip	0.22001472195651642	327724	148	10841	7	1.0	False	1.0	False
8206	GO_0002520	immune system development	0.22034899049038273	327724	49	10841	3	1.0	False	1.0	False
14372	UBERON_0001621	coronary artery	0.22225906427536046	327724	73	10841	4	1.0	False	1.0	False
7125	UBERON_0007376	outer epithelium	0.22315858772593375	327724	123	10841	6	1.0	False	1.0	False
12096	GO_0001763	morphogenesis of a branching structure	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
12973	UBERON_0002375	cricoid cartilage	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
15360	UBERON_0002342	neural crest	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
14078	CHEBI_64709	organic acid	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
1249	CHEBI_35624	azaspiro compound	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
14851	CHEBI_33351	seaborgium atom	0.22430886362199323	327724	27	10841	2	1.0	False	1.0	False
6431	GO_0060208	proestrus	0.229108400621202	327724	50	10841	3	1.0	False	1.0	False
14895	PR_000003266	collagen type II alpha chain	0.229108400621202	327724	50	10841	3	1.0	False	1.0	False
8894	CHEBI_52632	potassium-39 atom	0.23023260525751316	327724	256	10841	11	1.0	False	1.0	False
12646	CHEBI_28017	starch	0.23057539406339683	327724	99	10841	5	1.0	False	1.0	False
9061	CHEBI_71941	tolmetin	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
10355	PR_000016777	tau-tubulin kinase 1	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
12752	CHEBI_18335	pyridoxamine 5'-phosphate	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
1624	GO_0060976	coronary vasculature development	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
15240	GO_0010629	negative regulation of gene expression	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
224	UBERON_0004043	semicircular canal ampulla	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
10373	CHEBI_37397	chondroitin sulfate	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
10206	PR_000009495	keratin, type II cytoskeletal 8	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
1974	GO_0046067	dGDP catabolic process	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
13845	SO_0001645	genetic_marker	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
13637	CHEBI_83268	oxathiapiprolin	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
12332	PR_000001719	transient receptor potential cation channel TRPM8	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
4989	CHEBI_63717	tenofovir disoproxil	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
10235	UBERON_0000118	lung bud	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
5402	UBERON_0001943	midbrain tegmentum	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
1133	UBERON_0002906	anterior occipital sulcus	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
12736	CHEBI_30212	photon	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
16921	GO_0007449	proximal/distal pattern formation, imaginal disc	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
10179	GO_0009297	pilus assembly	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
9766	UBERON_4100114	anterior distal condyle of femur	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
12300	PR_000010211	protein max	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
9380	GO_0097578	sequestering of copper ion	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
11608	CHEBI_75702	dU5	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
12087	CHEBI_33220	3-monobromobisphenol A	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
9100	GO_0070983	dendrite guidance	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
14419	UBERON_0001288	loop of Henle	0.23594559711795599	327724	8	10841	1	1.0	False	1.0	False
